750;752;754;756;758;760;762;764;766;768;770;772;774;776;778;780;782;784;786;788;790;792;794;796;798;800;802;804;806;808;810;812;814;816;818;820;822;824;826;828;830;832;834;836;838;840;842;844;846;848;850;852;854;856;858;860;862;864;866;868;870;872;874;876;878;880;882;884;886;888;890;892;894;896;898;900;902;904;906;908;910;912;914;916;918;920;922;924;926;928;930;932;934;936;938;940;942;944;946;948;950;952;954;956;958;960;962;964;966;968;970;972;974;976;978;980;982;984;986;988;990;992;994;996;998;1000;Viscosity
-0,02434;-0,021221;-0,016691;-0,011428;-0,00628;-0,000757;0,002302;0,002651;0,002176;0,001553;0,001707;0,0022;0,0026;0,002467;0,001826;0,000539;-0,002353;-0,00613;-0,011074;-0,015839;-0,020893;-0,024896;-0,028344;-0,030863;-0,033129;-0,035052;-0,036455;-0,037834;-0,039153;-0,040352;-0,041089;-0,041973;-0,042475;-0,042719;-0,043172;-0,043472;-0,04375;-0,043681;-0,04372;-0,043382;-0,043294;-0,043011;-0,042368;-0,04184;-0,04093;-0,040087;-0,039117;-0,037619;-0,036665;-0,035283;-0,034449;-0,033543;-0,032399;-0,030877;-0,029032;-0,027411;-0,025521;-0,023891;-0,022087;-0,021115;-0,020776;-0,020881;-0,021375;-0,021575;-0,021598;-0,021577;-0,02156;-0,02173;-0,021896;-0,022069;-0,022314;-0,022736;-0,023295;-0,023839;-0,02449;-0,024828;-0,025457;-0,025964;-0,026388;-0,026967;-0,027846;-0,028238;-0,029128;-0,029548;-0,030112;-0,030692;-0,031266;-0,031722;-0,032485;-0,033053;-0,033778;-0,034563;-0,035205;-0,035753;-0,036214;-0,036489;-0,036799;-0,037622;-0,037898;-0,038121;-0,038088;-0,038083;-0,037947;-0,037595;-0,037411;-0,037033;-0,036037;-0,035413;-0,034507;-0,033485;-0,032106;-0,030616;-0,028578;-0,026231;-0,022827;-0,018943;-0,014017;-0,007682;0,00062;0,01076;0,022862;0,035718;0,05041;0,067126;0,084906;0,099849;1,12
-0,023549;-0,019813;-0,015427;-0,010303;-0,004978;-0,0001599;0,002544;0,002884;0,001912;0,001044;0,000417;-1,39E-05;-5,99E-06;4,59E-05;-0,000352;-0,001638;-0,004134;-0,007738;-0,012695;-0,01713;-0,021826;-0,025896;-0,029105;-0,031765;-0,034048;-0,035882;-0,03708;-0,038343;-0,039478;-0,040525;-0,041279;-0,041967;-0,04255;-0,042834;-0,043126;-0,043379;-0,04343;-0,043487;-0,043418;-0,04323;-0,043079;-0,042834;-0,042358;-0,041709;-0,04092;-0,040024;-0,038985;-0,037764;-0,03649;-0,035281;-0,034385;-0,033638;-0,03248;-0,03085;-0,029024;-0,02725;-0,025404;-0,023572;-0,021979;-0,020927;-0,02071;-0,021087;-0,021537;-0,021803;-0,021866;-0,021879;-0,02192;-0,022121;-0,022332;-0,022663;-0,022899;-0,023461;-0,023908;-0,024461;-0,025158;-0,025721;-0,026214;-0,02665;-0,02705;-0,02753;-0,028323;-0,02893;-0,029407;-0,030078;-0,030673;-0,031202;-0,031733;-0,032351;-0,032806;-0,033279;-0,033952;-0,034576;-0,035081;-0,035591;-0,035948;-0,035962;-0,03617;-0,036892;-0,037091;-0,037158;-0,03701;-0,036788;-0,036466;-0,03601;-0,035545;-0,034868;-0,03381;-0,032878;-0,031831;-0,030467;-0,028879;-0,027075;-0,024674;-0,021437;-0,017445;-0,012659;-0,006724;0,000735;0,010297;0,022089;0,035528;0,049903;0,065358;0,083048;0,10138;0,1162;1,15
-0,027034;-0,023999;-0,019447;-0,01424;-0,008838;-0,003365;-0,000817;0,000506;-0,0001189;-0,000285;0,000472;0,001684;0,002296;0,002928;0,002512;0,001254;-0,001652;-0,005695;-0,011097;-0,016429;-0,021966;-0,026162;-0,029733;-0,032611;-0,03502;-0,036792;-0,038428;-0,039818;-0,041185;-0,042316;-0,043227;-0,043831;-0,044387;-0,044789;-0,045169;-0,045408;-0,045595;-0,045762;-0,045712;-0,045476;-0,045485;-0,045147;-0,044613;-0,044048;-0,043088;-0,042395;-0,041375;-0,04025;-0,038885;-0,037837;-0,036787;-0,035917;-0,034771;-0,033058;-0,031294;-0,029435;-0,027726;-0,026133;-0,024158;-0,023119;-0,022609;-0,022987;-0,02338;-0,023556;-0,023392;-0,023286;-0,023179;-0,023187;-0,023129;-0,023259;-0,023602;-0,023966;-0,024492;-0,025093;-0,025621;-0,026297;-0,026857;-0,027588;-0,027971;-0,028738;-0,029425;-0,030071;-0,030687;-0,031432;-0,032049;-0,032514;-0,032908;-0,033552;-0,034212;-0,034944;-0,035501;-0,036204;-0,036836;-0,037588;-0,037965;-0,038234;-0,039091;-0,039502;-0,03976;-0,040039;-0,040045;-0,040072;-0,039939;-0,039728;-0,039471;-0,039099;-0,0382;-0,037476;-0,036861;-0,035975;-0,034851;-0,033473;-0,031766;-0,029654;-0,026767;-0,02343;-0,019179;-0,013472;-0,006031;0,003179;0,013806;0,025805;0,039394;0,055715;0,073027;0,088281;1,16
-0,02649;-0,022054;-0,017879;-0,013289;-0,008462;-0,003323;-0,0004659;0,00095;0,0001369;-0,000911;-0,001992;-0,003447;-0,004224;-0,005322;-0,006411;-0,00801;-0,011109;-0,013863;-0,017447;-0,020741;-0,024426;-0,027896;-0,030664;-0,033054;-0,035153;-0,036783;-0,038241;-0,039566;-0,040848;-0,041893;-0,042571;-0,043378;-0,04385;-0,044367;-0,04474;-0,044893;-0,045168;-0,045006;-0,045054;-0,044868;-0,04445;-0,044376;-0,043744;-0,043148;-0,04233;-0,041377;-0,040286;-0,039129;-0,037992;-0,036717;-0,035725;-0,034689;-0,033833;-0,032234;-0,030389;-0,02878;-0,027114;-0,02536;-0,023591;-0,022702;-0,022232;-0,022755;-0,023048;-0,023586;-0,023583;-0,023649;-0,023788;-0,024046;-0,024237;-0,024671;-0,025031;-0,025409;-0,025914;-0,026219;-0,026984;-0,027444;-0,027884;-0,028427;-0,02881;-0,029193;-0,029681;-0,030366;-0,030725;-0,031507;-0,032001;-0,032587;-0,032916;-0,033624;-0,034044;-0,034537;-0,035208;-0,035962;-0,036503;-0,036809;-0,037286;-0,037265;-0,037558;-0,038036;-0,038247;-0,038381;-0,03819;-0,038212;-0,03775;-0,037359;-0,036959;-0,036403;-0,03524;-0,03425;-0,033014;-0,031418;-0,029727;-0,027366;-0,02446;-0,02062;-0,0156;-0,009831;-0,002467;0,006677;0,018439;0,032266;0,047233;0,062432;0,077427;0,09308;0,10908;0,12141;1,2
-0,027019;-0,023854;-0,01945;-0,015105;-0,009864;-0,004972;-0,001826;-0,000987;-0,002127;-0,003029;-0,002724;-0,003271;-0,003421;-0,003679;-0,003822;-0,005506;-0,008037;-0,011463;-0,016015;-0,020362;-0,02482;-0,028626;-0,031694;-0,034066;-0,036448;-0,038173;-0,039701;-0,041203;-0,042265;-0,043518;-0,044316;-0,04505;-0,045545;-0,045875;-0,046249;-0,04648;-0,046645;-0,046555;-0,046561;-0,046382;-0,046063;-0,045848;-0,045243;-0,044731;-0,043773;-0,042864;-0,04185;-0,040611;-0,039164;-0,03804;-0,037195;-0,036243;-0,035195;-0,033567;-0,031649;-0,02979;-0,028222;-0,026175;-0,024638;-0,02361;-0,023392;-0,023623;-0,024015;-0,024624;-0,024585;-0,024472;-0,0246;-0,024818;-0,025052;-0,025368;-0,025545;-0,025904;-0,026329;-0,026795;-0,027603;-0,028098;-0,028633;-0,029087;-0,029761;-0,030183;-0,030616;-0,0312;-0,031753;-0,032531;-0,033033;-0,033743;-0,034376;-0,035068;-0,035478;-0,036045;-0,036935;-0,037568;-0,038058;-0,038688;-0,039397;-0,039705;-0,03991;-0,040373;-0,040766;-0,04097;-0,041021;-0,040827;-0,040622;-0,040352;-0,039869;-0,039194;-0,038185;-0,037402;-0,036384;-0,035093;-0,033803;-0,032053;-0,029713;-0,026399;-0,022565;-0,018112;-0,012433;-0,005075;0,004613;0,016082;0,029502;0,043467;0,058682;0,075621;0,093335;0,10785;1,2
-0,029282;-0,026007;-0,021605;-0,017005;-0,012717;-0,007475;-0,004374;-0,003402;-0,004074;-0,005266;-0,006104;-0,006205;-0,006878;-0,007772;-0,008309;-0,009893;-0,012213;-0,015296;-0,019344;-0,023141;-0,027436;-0,030827;-0,033657;-0,0361;-0,038101;-0,039905;-0,041255;-0,042656;-0,043935;-0,045089;-0,045712;-0,04633;-0,046915;-0,047346;-0,047722;-0,04805;-0,048239;-0,048109;-0,048062;-0,047953;-0,047677;-0,047477;-0,046978;-0,046177;-0,045447;-0,044478;-0,04338;-0,042235;-0,040983;-0,039797;-0,038707;-0,038018;-0,036996;-0,035495;-0,033726;-0,031953;-0,030102;-0,028713;-0,027109;-0,025882;-0,025607;-0,025876;-0,026344;-0,026744;-0,026932;-0,026931;-0,02708;-0,027294;-0,027669;-0,027989;-0,028288;-0,028523;-0,029012;-0,02951;-0,030014;-0,030551;-0,030915;-0,031413;-0,031839;-0,032265;-0,032816;-0,033365;-0,033797;-0,034393;-0,034835;-0,035509;-0,036176;-0,0367;-0,037404;-0,037958;-0,03852;-0,039258;-0,039845;-0,040226;-0,041012;-0,041218;-0,041428;-0,041847;-0,042107;-0,042219;-0,042246;-0,042152;-0,041723;-0,04142;-0,041057;-0,04013;-0,039145;-0,038056;-0,036932;-0,035106;-0,033408;-0,031122;-0,028236;-0,024348;-0,019515;-0,013689;-0,006547;0,00276;0,0146;0,028473;0,043571;0,05884;0,073625;0,089657;0,10509;0,1175;1,22
-0,02811;-0,025087;-0,021348;-0,01645;-0,011679;-0,006354;-0,003122;-0,002176;-0,003225;-0,00401;-0,004224;-0,005373;-0,00595;-0,006505;-0,007108;-0,008923;-0,011208;-0,014298;-0,018543;-0,02244;-0,026729;-0,030087;-0,032805;-0,035105;-0,037494;-0,038967;-0,04049;-0,041705;-0,043052;-0,044156;-0,044945;-0,045547;-0,046068;-0,046392;-0,046843;-0,047145;-0,047324;-0,047429;-0,047249;-0,046917;-0,046822;-0,046382;-0,046067;-0,045299;-0,044507;-0,043559;-0,04266;-0,04123;-0,039951;-0,038852;-0,037858;-0,037147;-0,035919;-0,034468;-0,032739;-0,031021;-0,029174;-0,027548;-0,025977;-0,024764;-0,02473;-0,025;-0,025242;-0,025664;-0,025894;-0,026026;-0,026081;-0,026435;-0,026751;-0,027;-0,02736;-0,027636;-0,028045;-0,028632;-0,029075;-0,029704;-0,030075;-0,030633;-0,030934;-0,031426;-0,032;-0,032321;-0,032922;-0,033514;-0,034041;-0,034672;-0,035289;-0,035784;-0,036396;-0,037006;-0,037971;-0,038354;-0,038845;-0,039858;-0,040202;-0,040455;-0,040639;-0,040983;-0,041363;-0,041457;-0,04145;-0,041309;-0,041076;-0,040583;-0,039963;-0,039246;-0,038171;-0,037056;-0,035866;-0,034449;-0,032672;-0,030231;-0,027333;-0,023406;-0,01844;-0,012756;-0,005527;0,003866;0,015559;0,029711;0,044774;0,060092;0,075201;0,090893;0,10664;0,11915;1,22
-0,02259;-0,018473;-0,013726;-0,008323;-0,002598;0,002839;0,006332;0,006929;0,005493;0,004043;0,002585;0,001496;0,000699;9,99E-06;-0,000946;-0,002278;-0,004546;-0,00746;-0,011518;-0,014966;-0,018846;-0,022483;-0,025385;-0,027985;-0,030229;-0,0322;-0,033605;-0,035108;-0,036532;-0,037923;-0,038934;-0,03983;-0,040651;-0,041231;-0,041723;-0,042102;-0,042226;-0,04233;-0,042314;-0,042153;-0,041991;-0,04177;-0,041341;-0,04073;-0,039927;-0,039091;-0,038045;-0,036848;-0,03557;-0,034366;-0,033411;-0,032627;-0,03154;-0,030005;-0,028195;-0,026526;-0,024762;-0,022952;-0,021262;-0,019998;-0,019586;-0,019906;-0,020445;-0,020868;-0,021172;-0,02137;-0,021561;-0,02182;-0,022141;-0,02261;-0,022864;-0,023336;-0,023732;-0,024189;-0,024741;-0,025236;-0,02564;-0,025992;-0,026285;-0,026596;-0,027169;-0,027661;-0,028003;-0,028496;-0,028945;-0,029398;-0,029778;-0,030433;-0,030935;-0,031436;-0,03218;-0,032814;-0,033359;-0,033948;-0,034318;-0,034454;-0,034683;-0,035395;-0,035809;-0,035975;-0,035981;-0,03585;-0,035687;-0,035405;-0,03509;-0,034594;-0,033717;-0,033035;-0,03223;-0,031119;-0,029859;-0,02847;-0,026655;-0,024197;-0,0212;-0,017596;-0,013108;-0,00749;-0,0001789;0,009063;0,020203;0,032437;0,046298;0,06273;0,081428;0,098116;1,23
-0,024144;-0,020173;-0,015787;-0,010743;-0,005593;-0,000571;0,00281;0,004033;0,003324;0,002273;0,001072;0,0001409;-0,0006309;-0,001441;-0,002639;-0,003976;-0,006404;-0,009372;-0,013558;-0,017356;-0,021416;-0,025068;-0,028014;-0,030602;-0,032752;-0,034531;-0,035763;-0,037142;-0,038415;-0,039671;-0,040555;-0,041369;-0,042157;-0,042607;-0,043069;-0,043382;-0,043515;-0,043625;-0,043564;-0,043372;-0,043207;-0,042993;-0,04261;-0,042021;-0,041251;-0,040399;-0,039364;-0,038182;-0,036956;-0,035805;-0,034863;-0,034092;-0,033011;-0,031511;-0,029754;-0,028078;-0,026418;-0,02472;-0,023126;-0,021948;-0,021565;-0,02192;-0,022404;-0,022776;-0,022933;-0,023066;-0,023221;-0,023399;-0,023792;-0,024221;-0,024587;-0,025014;-0,025352;-0,025791;-0,026389;-0,026932;-0,027312;-0,027608;-0,027875;-0,028236;-0,028865;-0,029328;-0,029683;-0,030207;-0,030696;-0,031132;-0,031662;-0,032267;-0,0327;-0,033226;-0,03388;-0,034521;-0,03507;-0,035546;-0,035885;-0,035919;-0,036123;-0,036861;-0,037057;-0,037165;-0,037072;-0,036894;-0,036611;-0,036284;-0,035839;-0,035191;-0,034136;-0,033277;-0,032183;-0,030803;-0,029134;-0,027262;-0,024773;-0,021491;-0,017421;-0,012548;-0,006498;0,001001;0,010559;0,022216;0,035481;0,049531;0,064227;0,080419;0,097287;0,11148;1,23
